# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
workspaceModel.workspaceFileIndexData.getFileInfo.ms,1786563612410000000,1786563627583000000,232
workspaceModel.workspaceFileIndexData.init.ms,1786563612410000000,1786563627583000000,229
workspaceModel.cachedValue.from.cache.count,1786563612410000000,1786563627583000000,36
workspaceModel.updates.precise.ms,1786563612410000000,1786563627583000000,25
workspaceModel.on.changed.ms,1786563612410000000,1786563627583000000,36
workspaceModel.full.replace.project.model.ms,1786563612410000000,1786563627583000000,5
workspaceModel.replace.project.model.ms,1786563612410000000,1786563627583000000,0
workspaceModel.collect.changes.ms,1786563612410000000,1786563627583000000,0
workspaceModel.on.before.changed.ms,1786563612410000000,1786563627583000000,60
workspaceModel.pre.handlers.ms,1786563612410000000,1786563627583000000,1
workspaceModel.workspaceFileIndexData.instances.count,1786563612410000000,1786563627583000000,1
workspaceModel.cachedValueWithParameters.clear.count,1786563612410000000,1786563627583000000,0
workspaceModel.workspaceFileIndexData.getPackageName.ms,1786563612410000000,1786563627583000000,0
workspaceModel.update.unloaded.entities.ms,1786563612410000000,1786563627583000000,0
workspaceModel.loading.from.cache.ms,1786563612410000000,1786563627583000000,371
workspaceModel.workspaceFileIndexContributor.registerFileSets.ms,1786563612410000000,1786563627583000000,448
workspaceModel.updates.count,1786563612410000000,1786563627583000000,4
workspaceModel.workspaceFileIndexData.visitFileSets.ms,1786563612410000000,1786563627583000000,11
workspaceModel.workspaceFileIndexData.getDirectoriesByPackageName.ms,1786563612410000000,1786563627583000000,0
workspaceModel.initializing.ms,1786563612410000000,1786563627583000000,6
workspaceModel.workspaceFileIndexData.markDirty.ms,1786563612410000000,1786563627583000000,0
workspaceModel.workspaceFileIndexData.onEntitiesChanged.ms,1786563612410000000,1786563627583000000,2
workspaceModel.workspaceFileIndexData.processFileSets.ms,1786563612410000000,1786563627583000000,0
workspaceModel.check.recursive.update.ms,1786563612410000000,1786563627583000000,2
workspaceModel.to.snapshot.ms,1786563612410000000,1786563627583000000,2
workspaceModel.cachedValueWithParameters.total.get.count,1786563612410000000,1786563627583000000,0
workspaceModel.cachedValue.clear.count,1786563612410000000,1786563627583000000,0
workspaceModel.cachedValueWithParameters.calculated.count,1786563612410000000,1786563627583000000,0
workspaceModel.cachedValue.calculated.count,1786563612410000000,1786563627583000000,14
workspaceModel.cachedValue.total.get.count,1786563612410000000,1786563627583000000,50
workspaceModel.workspaceFileIndexData.updateDirtyEntities.ms,1786563612410000000,1786563627583000000,0
workspaceModel.loading.total.ms,1786563612410000000,1786563627583000000,389
workspaceModel.cachedValueWithParameters.from.cache.count,1786563612410000000,1786563627583000000,0
workspaceModel.entityStorageSnapshotImpl.instances.count,1786563612410000000,1786563627583000000,24
workspaceModel.init.bridges.ms,1786563612410000000,1786563627583000000,6
