# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
Indexes.entries.lookups,1786560698162000000,1786560747534000000,1
Indexes.stubs.lookupDuration90PMs,1786560698162000000,1786560747534000000,0.0
Indexes.allKeys.lookups,1786560698162000000,1786560747534000000,0
Indexing.writesQueuedMax,1786560698162000000,1786560747534000000,0
Indexing.cache.totalCacheMisses,1786560698162000000,1786560747534000000,0
Indexes.allKeys.lookupDurationAvgMs,1786560698162000000,1786560747534000000,0.0
Indexing.totalTimeIndexersSleptMs,1786560698162000000,1786560747534000000,0
Indexes.allKeys.lookupDuration90PMs,1786560698162000000,1786560747534000000,0.0
Indexing.cache.totalCacheEvicted,1786560698162000000,1786560747534000000,0
Indexing.writer_3.totalTimeSpentWritingMs,1786560698162000000,1786560747534000000,0
Indexes.entries.lookupDurationAvgMs,1786560698162000000,1786560747534000000,6.0
Indexing.writer_1.totalTimeSpentWritingMs,1786560698162000000,1786560747534000000,0
Indexes.entries.lookupDuration90PMs,1786560698162000000,1786560747534000000,6.0
Indexes.stubs.lookupDurationMaxMs,1786560698162000000,1786560747534000000,0.0
Indexes.entries.lookupDurationMaxMs,1786560698162000000,1786560747534000000,6.0
Indexing.writer_2.totalTimeSpentWritingMs,1786560698162000000,1786560747534000000,0
Indexes.stubs.lookupDurationAvgMs,1786560698162000000,1786560747534000000,0.0
Indexing.writer_0.totalTimeSpentWritingMs,1786560698162000000,1786560747534000000,0
Indexing.writesQueuedMin,1786560698162000000,1786560747534000000,0
Indexing.writesQueuedAvg,1786560698162000000,1786560747534000000,0.0
Indexes.stubs.lookups,1786560698162000000,1786560747534000000,0
Indexes.allKeys.lookupDurationMaxMs,1786560698162000000,1786560747534000000,0.0
Indexing.cache.totalCacheAccesses,1786560698162000000,1786560747534000000,0
workspaceModel.mutableEntityStorage.remove.entity.ms,1786560698162000000,1786560747534000000,0
workspaceModel.mutableEntityStorage.resolve.ms,1786560698162000000,1786560747534000000,0
workspaceModel.mutableEntityStorage.apply.changes.from.ms,1786560698162000000,1786560747534000000,0
workspaceModel.save.cache.to.file.ms,1786560698162000000,1786560747534000000,34
jps.load.initial.state.ms,1786560698162000000,1786560747534000000,27
workspaceModel.mutableEntityStorage.referrers.ms,1786560698162000000,1786560747534000000,0
workspaceModel.load.cache.from.file.ms,1786560698162000000,1786560747534000000,124
workspaceModel.mutableEntityStorage.replace.by.source.ms,1786560698162000000,1786560747534000000,11
workspaceModel.do.save.caches.ms,1786560698162000000,1786560747534000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForRemovedChild.ms,1786560698162000000,1786560747534000000,0
workspaceModel.mutableEntityStorage.entities.ms,1786560698162000000,1786560747534000000,2
workspaceModel.mutableEntityStorage.to.snapshot.ms,1786560698162000000,1786560747534000000,1
jps.save.global.entities.ms,1786560698162000000,1786560747534000000,108
workspaceModel.moduleManagerBridge.create.module.instance.ms,1786560698162000000,1786560747534000000,0
workspaceModel.moduleManagerBridge.load.module.ms,1786560698162000000,1786560747534000000,0
jps.global.get.library.ms,1786560698162000000,1786560747534000000,0
workspaceModel.moduleManagerBridge.new.nonPersistent.module.ms,1786560698162000000,1786560747534000000,0
jps.global.handle.changed.events.ms,1786560698162000000,1786560747534000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForNewParent.ms,1786560698162000000,1786560747534000000,0
workspaceModel.mutableEntityStorage.has.same.entities.ms,1786560698162000000,1786560747534000000,0
workspaceModel.global.apply.state.to.project.ms,1786560698162000000,1786560747534000000,0
workspaceModel.mutableEntityStorage.put.entity.ms,1786560698162000000,1786560747534000000,20
workspaceModel.mutableEntityStorage.hasReferrers.ms,1786560698162000000,1786560747534000000,0
workspaceModel.moduleManagerBridge.newModule.ms,1786560698162000000,1786560747534000000,0
workspaceModel.mutableEntityStorage.mutable.ext.mapping.ms,1786560698162000000,1786560747534000000,2
jps.app.storage.content.reader.load.component.ms,1786560698162000000,1786560747534000000,6
workspaceModel.global.updates.count,1786560698162000000,1786560747534000000,1
jps.library.entities.serializer.load.entities.ms,1786560698162000000,1786560747534000000,1
workspaceModel.mutableEntityStorage.instances.count,1786560698162000000,1786560747534000000,6
