# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
FilePageCache.disposedBuffers,1786563391727000000,1786563428460000000,455
FilePageCache.maxRegisteredFiles,1786563391727000000,1786563428460000000,1106
FilePageCache.totalPageDisposalsUs,1786563391727000000,1786563428460000000,7029
DirectByteBufferAllocator.reclaimed,1786563391727000000,1786563428460000000,46
FilePageCache.pageLoadsAboveSizeThreshold,1786563391727000000,1786563428460000000,0
StorageLockContext.competingThreads.max,1786563391727000000,1786563428460000000,0
Indexing.totalTimeIndexersSleptMs,1786563391727000000,1786563428460000000,0
Indexes.entries.lookupDurationAvgMs,1786563391727000000,1786563428460000000,0.0
Indexes.entries.lookups,1786563391727000000,1786563428460000000,155
Indexing.cache.totalCacheMisses,1786563391727000000,1786563428460000000,131
Indexes.allKeys.lookupDurationAvgMs,1786563391727000000,1786563428460000000,0.0
Indexes.entries.lookupDuration90PMs,1786563391727000000,1786563428460000000,0.0
Indexing.writesQueuedMin,1786563391727000000,1786563428460000000,0
Indexing.writesQueuedMax,1786563391727000000,1786563428460000000,0
Indexes.stubs.lookupDurationAvgMs,1786563391727000000,1786563428460000000,0.0
Indexes.allKeys.lookupDuration90PMs,1786563391727000000,1786563428460000000,0.0
Indexing.writer_2.totalTimeSpentWritingMs,1786563391727000000,1786563428460000000,0
Indexes.stubs.lookupDuration90PMs,1786563391727000000,1786563428460000000,0.0
Indexing.writesQueuedAvg,1786563391727000000,1786563428460000000,0.0
Indexing.cache.totalCacheEvicted,1786563391727000000,1786563428460000000,131
Indexes.stubs.lookupDurationMaxMs,1786563391727000000,1786563428460000000,0.0
Indexes.allKeys.lookups,1786563391727000000,1786563428460000000,0
Indexes.stubs.lookups,1786563391727000000,1786563428460000000,0
Indexing.writer_0.totalTimeSpentWritingMs,1786563391727000000,1786563428460000000,3
Indexes.entries.lookupDurationMaxMs,1786563391727000000,1786563428460000000,0.0
Indexing.writer_1.totalTimeSpentWritingMs,1786563391727000000,1786563428460000000,11
Indexing.writer_3.totalTimeSpentWritingMs,1786563391727000000,1786563428460000000,0
Indexing.cache.totalCacheAccesses,1786563391727000000,1786563428460000000,131
Indexes.allKeys.lookupDurationMaxMs,1786563391727000000,1786563428460000000,0.0
JVM.usedHeapBytes,1786563391727000000,1786563428460000000,420913568
JVM.totalSafepointCount,1786563391727000000,1786563428460000000,181
JVM.newThreadsCount,1786563391727000000,1786563428460000000,177
OS.loadAverage,1786563391727000000,1786563428460000000,5.41650390625
JVM.maxHeapBytes,1786563391727000000,1786563428460000000,2147483648
MEM.ramPlusSwapMinusFileMappingsBytes,1786563391727000000,1786563428460000000,2018320384
JVM.totalDirectByteBuffersBytes,1786563391727000000,1786563428460000000,67415863
JVM.totalTimeAtSafepointsMs,1786563391727000000,1786563428460000000,620
JVM.maxThreadCount,1786563391727000000,1786563428460000000,140
JVM.usedNativeBytes,1786563391727000000,1786563428460000000,399767704
MEM.ramMinusFileMappingsBytes,1786563391727000000,1786563428460000000,2018320384
MEM.ramBytes,1786563391727000000,1786563428460000000,2665521152
JVM.committedHeapBytes,1786563391727000000,1786563428460000000,883949568
JVM.GC.collections,1786563391727000000,1786563428460000000,50
JVM.totalCpuTimeMs,1786563391727000000,1786563428460000000,129350
MEM.fileMappingsRamBytes,1786563391727000000,1786563428460000000,647028736
JVM.totalTimeToSafepointsMs,1786563391727000000,1786563428460000000,54
JVM.GC.collectionTimesMs,1786563391727000000,1786563428460000000,585
JVM.totalBytesAllocated,1786563391727000000,1786563428460000000,3353169040
JVM.threadCount,1786563391727000000,1786563428460000000,127
jps.facet.change.listener.before.change.events.ms,1786563391727000000,1786563428460000000,0
workspaceModel.moduleBridge.before.changed.ms,1786563391727000000,1786563428460000000,0
workspaceModel.orphan.listener.update.ms,1786563391727000000,1786563428460000000,5
workspaceModel.mutableEntityStorage.mutable.ext.mapping.ms,1786563391727000000,1786563428460000000,3
jps.module.iml.entities.serializer.load.entities.ms,1786563391727000000,1786563428460000000,238
workspaceModel.mutableEntityStorage.entities.ms,1786563391727000000,1786563428460000000,1
jps.storage.jps.conf.reader.load.component.ms,1786563391727000000,1786563428460000000,3
jps.load.project.to.empty.storage.ms,1786563391727000000,1786563428460000000,322
workspaceModel.mutableEntityStorage.has.same.entities.ms,1786563391727000000,1786563428460000000,0
jps.project.serializers.load.ms,1786563391727000000,1786563428460000000,265
workspaceModel.moduleBridge.facet.initialization.ms,1786563391727000000,1786563428460000000,56
jps.load.initial.state.ms,1786563391727000000,1786563428460000000,46
workspaceModel.global.updates.ms,1786563391727000000,1786563428460000000,28
jps.global.get.library.ms,1786563391727000000,1786563428460000000,0
workspaceModel.mutableEntityStorage.referrers.ms,1786563391727000000,1786563428460000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForRemovedParent.ms,1786563391727000000,1786563428460000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForRemovedChild.ms,1786563391727000000,1786563428460000000,0
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForNewChild.ms,1786563391727000000,1786563428460000000,1
jps.library.entities.serializer.load.entities.ms,1786563391727000000,1786563428460000000,0
workspaceModel.mutableEntityStorage.put.entity.ms,1786563391727000000,1786563428460000000,11
workspaceModel.mutableEntityStorage.mutable.vfurl.index.ms,1786563391727000000,1786563428460000000,1
workspaceModel.moduleBridge.update.option.ms,1786563391727000000,1786563428460000000,0
jps.save.global.entities.ms,1786563391727000000,1786563428460000000,62
workspaceModel.load.cache.metadata.from.file.ms,1786563391727000000,1786563428460000000,47
jps.global.initialize.library.bridges.ms,1786563391727000000,1786563428460000000,2
jps.app.storage.content.writer.save.component.ms,1786563391727000000,1786563428460000000,20
jps.module.iml.entities.serializer.save.entities.ms,1786563391727000000,1786563428460000000,0
workspaceModel.mutableEntityStorage.add.entity.ms,1786563391727000000,1786563428460000000,57
workspaceModel.delayed.project.synchronizer.sync.ms,1786563391727000000,1786563428460000000,786
jps.global.handle.before.change.events.ms,1786563391727000000,1786563428460000000,0
jps.global.get.libraries.ms,1786563391727000000,1786563428460000000,1
workspaceModel.mutableEntityStorage.remove.entity.ms,1786563391727000000,1786563428460000000,0
workspaceModel.do.save.caches.ms,1786563391727000000,1786563428460000000,109
jps.apply.loaded.storage.ms,1786563391727000000,1786563428460000000,462
workspaceModel.moduleManagerBridge.load.module.ms,1786563391727000000,1786563428460000000,0
jps.global.initialize.library.bridges.after.loading.ms,1786563391727000000,1786563428460000000,2
workspaceModel.moduleManagerBridge.newModule.ms,1786563391727000000,1786563428460000000,0
workspaceModel.save.cache.to.file.ms,1786563391727000000,1786563428460000000,114
workspaceModel.moduleManagerBridge.load.all.modules.ms,1786563391727000000,1786563428460000000,86
workspaceModel.moduleManagerBridge.new.nonPersistent.module.ms,1786563391727000000,1786563428460000000,0
workspaceModel.global.updates.count,1786563391727000000,1786563428460000000,1
workspaceModel.global.apply.state.to.project.ms,1786563391727000000,1786563428460000000,161
workspaceModel.mutableEntityStorage.modify.entity.ms,1786563391727000000,1786563428460000000,3
workspaceModel.moduleManagerBridge.build.module.graph.ms,1786563391727000000,1786563428460000000,6
workspaceModel.mutableEntityStorage.apply.changes.from.ms,1786563391727000000,1786563428460000000,14
workspaceModel.mutableEntityStorage.resolve.ms,1786563391727000000,1786563428460000000,0
workspaceModel.moduleManagerBridge.get.modules.ms,1786563391727000000,1786563428460000000,0
jps.module.dependency.index.workspace.model.listener.on.changed.ms,1786563391727000000,1786563428460000000,1
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForNewParent.ms,1786563391727000000,1786563428460000000,2
workspaceModel.mutableEntityStorage.to.snapshot.ms,1786563391727000000,1786563428460000000,5
jps.reload.project.entities.ms,1786563391727000000,1786563428460000000,0
jps.library.entities.serializer.save.entities.ms,1786563391727000000,1786563428460000000,0
workspaceModel.mutableEntityStorage.hasReferrers.ms,1786563391727000000,1786563428460000000,0
jps.facet.change.listener.init.bridge.ms,1786563391727000000,1786563428460000000,3
workspaceModel.sync.entities.ms,1786563391727000000,1786563428460000000,0
workspaceModel.mutableEntityStorage.entities.by.source.ms,1786563391727000000,1786563428460000000,1
workspaceModel.moduleManagerBridge.create.module.instance.ms,1786563391727000000,1786563428460000000,0
workspaceModel.mutableEntityStorage.collect.changes.ms,1786563391727000000,1786563428460000000,1
jps.global.get.library.by.name.ms,1786563391727000000,1786563428460000000,0
jps.app.storage.content.reader.load.component.ms,1786563391727000000,1786563428460000000,6
workspaceModel.mutableEntityStorage.instances.count,1786563391727000000,1786563428460000000,35
jps.artifact.entities.serializer.save.entities.ms,1786563391727000000,1786563428460000000,0
jps.artifact.entities.serializer.load.entities.ms,1786563391727000000,1786563428460000000,0
workspaceModel.moduleManagerBridge.set.unloadedModules.ms,1786563391727000000,1786563428460000000,0
jps.global.handle.changed.events.ms,1786563391727000000,1786563428460000000,0
jps.facet.change.listener.process.change.events.ms,1786563391727000000,1786563428460000000,5
workspaceModel.moduleBridgeLoader.loading.modules.ms,1786563391727000000,1786563428460000000,1505
workspaceModel.load.cache.from.file.ms,1786563391727000000,1786563428460000000,382
workspaceModel.mutableEntityStorage.replace.by.source.ms,1786563391727000000,1786563428460000000,26
jps.save.changed.project.entities.ms,1786563391727000000,1786563428460000000,4
workspaceModel.global.apply.state.to.project.builder.ms,1786563391727000000,1786563428460000000,6
jps.project.serializers.save.ms,1786563391727000000,1786563428460000000,3
compiler.ArtifactVirtualFileListener.filePathChanged.ms,1786563391727000000,1786563428460000000,0
compiler.ArtifactManagerBridge.addArtifact.ms,1786563391727000000,1786563428460000000,0
compiler.ArtifactManagerBridge.dropMappings.ms,1786563391727000000,1786563428460000000,0
compiler.ArtifactManagerBridge.initBridges.ms,1786563391727000000,1786563428460000000,1
compiler.ArtifactManagerBridge.getArtifacts.ms,1786563391727000000,1786563428460000000,0
compiler.ArtifactManagerBridge.findArtifact.ms,1786563391727000000,1786563428460000000,0
compiler.ArtifactManagerBridge.commit.ms,1786563391727000000,1786563428460000000,0
compiler.ArtifactVirtualFileListener.propertyChanged.ms,1786563391727000000,1786563428460000000,0
compiler.ArtifactManagerBridge.getArtifactsByType.ms,1786563391727000000,1786563428460000000,3
cacheStateStorage.set.counter,1786563391727000000,1786563428460000000,15
cacheStateStorage.get.duration,1786563391727000000,1786563428460000000,220
cacheStateStorage.get.counter,1786563391727000000,1786563428460000000,26
cacheStateStorage.set.duration,1786563391727000000,1786563428460000000,23
LowMemory.gcOverloaded,1786563391727000000,1786563428460000000,0
LowMemory.gcLoad,1786563391727000000,1786563428460000000,0.0
DiskQueryRelay.tasksExecuted,1786563391727000000,1786563428460000000,1552
DiskQueryRelay.tasksRequested,1786563391727000000,1786563428460000000,1552
DiskQueryRelay.taskExecutionTotalTimeUs,1786563391727000000,1786563428460000000,1008979
DiskQueryRelay.taskWaitingTotalTimeUs,1786563391727000000,1786563428460000000,1198639
writeAction.median.wait.ms,1786563391727000000,1786563428460000000,100
writeAction.wait.ms,1786563391727000000,1786563428460000000,107
writeAction.count,1786563391727000000,1786563428460000000,22
writeAction.max.wait.ms,1786563391727000000,1786563428460000000,55
